Goaltender,IceX,IceY,Save
Jones,32.87900769,28.01066575,Yes
Jones,39.53793704,24.45742302,Yes
Jones,47.52865226,29.58988474,Yes
Jones,59.84767155,18.5353518,Yes
Jones,55.85231394,62.35867882,Yes
Jones,9.905701436,65.12231206,Yes
Jones,37.20731177,55.64699811,Yes
Jones,68.17133324,69.46516429,Yes
Jones,9.239808501,68.67555479,Yes
Jones,44.86508052,24.45742302,Yes
Jones,7.908022632,58.80543609,Yes
Jones,4.911504425,58.41063134,Yes
Jones,41.20266937,26.82625151,No
Jones,3.246772088,28.4054705,Yes
Jones,40.86972291,27.615861,Yes
Jones,16.56463078,74.20282126,Yes
Jones,78.15972726,59.59504559,Yes
Jones,25.88713187,69.85996903,Yes
Jones,39.87088351,31.16910373,Yes
Jones,73.49847672,19.32496129,Yes
Jones,78.49267373,54.46258386,Yes
Jones,39.87088351,34.32754172,No
Jones,12.23632671,45.77687941,Yes
Jones,30.88132888,25.64183726,Yes
Jones,26.22007834,37.88078445,Yes
Jones,34.21079356,86.0469637,Yes
Jones,81.15624547,37.4859797,Yes
Jones,9.905701436,33.53793222,Yes
Jones,35.8755259,59.20024084,Yes
Jones,33.54490062,37.09117495,Yes
Jones,18.56230959,54.06777912,Yes
Jones,45.53097345,86.44176845,Yes
Jones,10.2386479,25.64183726,Yes
Jones,77.49383432,56.83141235,Yes
Jones,14.89989845,55.25219336,Yes
Jones,36.54141883,60.38465508,Yes
Jones,17.23052372,22.08859453,Yes
Jones,5.910343827,69.46516429,Yes
Jones,4.911504425,46.5664889,Yes
Jones,11.57043377,70.25477378,Yes
Jones,17.89641665,86.0469637,Yes
Jones,40.53677644,29.58988474,Yes
Brown,52.1899028,43.01324617,Yes
Brown,38.53909764,71.83399277,Yes
Brown,61.17945742,57.62102185,Yes
Brown,50.192224,66.3067263,Yes
Brown,39.20499057,24.85222777,Yes
Brown,45.19802698,28.4054705,Yes
Brown,39.20499057,57.2262171,Yes
Brown,49.85927753,69.07035954,Yes
Brown,42.53445524,59.20024084,Yes
Brown,47.19570579,25.64183726,Yes
Brown,39.20499057,24.85222777,Yes
Brown,26.55302481,44.59246516,Yes
Brown,48.19454519,28.4054705,Yes
Brown,64.84186856,48.54051264,Yes
Brown,40.20382997,30.77429899,Yes
Brown,27.21891774,45.38207466,Yes
Brown,37.8732047,69.07035954,Yes
Brown,51.1910634,40.64441768,Yes
Brown,46.19686639,22.87820403,No
Jones,5.57739736,67.0963358,Yes
Jones,11.23748731,61.96387408,Yes
Jones,75.49615552,22.08859453,Yes
Jones,46.52981285,25.64183726,Yes
Jones,37.20731177,51.69895063,Yes
Jones,14.56695198,54.06777912,Yes
Jones,40.53677644,25.64183726,Yes
Jones,42.86740171,26.82625151,Yes
Jones,5.244450892,53.27816962,Yes
Jones,39.87088351,45.77687941,Yes
Jones,7.908022632,59.59504559,Yes
Jones,10.90454084,69.46516429,Yes
Jones,50.52517046,18.5353518,Yes
Jones,31.54722182,74.20282126,Yes
Jones,49.19338459,61.17426458,Yes
Jones,47.86159872,65.12231206,Yes
Jones,15.23284492,35.90676071,Yes
Jones,68.83722617,50.11973164,Yes
Jones,39.53793704,25.24703251,Yes
Jones,39.53793704,24.45742302,No
Jones,23.5565066,20.50937554,Yes
Jones,27.88481068,18.93015655,Yes
Jones,21.89177426,57.62102185,Yes
Jones,29.54954301,24.85222777,Yes
Jones,39.53793704,50.11973164,Yes
Jones,31.88016829,26.43144676,Yes
Jones,33.87784709,21.29898503,Yes
Jones,36.54141883,50.51453638,Yes
Jones,4.578557957,56.83141235,Yes
Jones,43.86624111,29.19507999,Yes
Jones,58.18293921,67.8859453,Yes
Jones,46.52981285,56.04180286,Yes
Jones,11.57043377,20.90418029,Yes
Jones,41.86856231,27.22105625,Yes
Jones,49.19338459,29.19507999,Yes
Jones,49.19338459,66.3067263,Yes
Jones,29.88248948,21.69378978,Yes
Jones,59.84767155,18.93015655,Yes
Jones,43.86624111,39.85480819,Yes
Jones,44.53213405,26.03664201,Yes
Jones,47.52865226,18.5353518,Yes
Jones,12.56927318,74.20282126,Yes
Brown,50.85811693,30.37949424,Yes
Brown,27.88481068,42.61844142,Yes
Brown,48.86043813,33.53793222,Yes
Brown,52.52284927,28.01066575,Yes
Brown,31.54722182,29.19507999,Yes
Brown,21.89177426,40.24961294,Yes
Brown,32.87900769,28.4054705,Yes
Brown,46.86275932,41.03922243,Yes
Brown,44.53213405,18.93015655,No
Brown,4.911504425,38.2755892,Yes
Brown,39.53793704,46.96129365,Yes
Brown,42.53445524,43.01324617,Yes
Brown,31.54722182,29.58988474,Yes
Brown,42.53445524,44.19766042,Yes
Brown,41.86856231,39.85480819,Yes
Brown,29.21659655,37.4859797,Yes
Brown,36.54141883,20.50937554,Yes
Brown,27.21891774,54.06777912,Yes
Brown,43.53329465,41.82883193,Yes
Brown,37.8732047,23.27300877,Yes
Brown,38.20615117,58.41063134,Yes
Brown,49.85927753,27.615861,Yes
Brown,36.54141883,58.80543609,Yes
Brown,35.20963296,48.93531739,Yes
Brown,50.85811693,36.6963702,Yes
Brown,37.20731177,26.43144676,Yes
Brown,50.192224,28.01066575,Yes
Brown,36.54141883,59.98985034,Yes
Brown,28.88365008,43.80285567,Yes
Brown,69.17017264,69.07035954,Yes
Brown,41.53561584,33.93273697,Yes
Brown,40.53677644,26.43144676,No
Jones,17.23052372,63.93789782,Yes
Jones,33.54490062,62.35867882,Yes
Jones,12.23632671,49.72492689,Yes
Jones,23.22356013,68.67555479,Yes
Jones,31.21427535,21.69378978,Yes
Jones,13.23516611,38.67039394,Yes
Jones,22.22472073,16.56132806,Yes
Jones,59.84767155,56.04180286,Yes
Jones,46.52981285,18.5353518,Yes
Jones,44.53213405,17.35093755,Yes
Jones,38.20615117,22.87820403,Yes
Jones,52.1899028,26.03664201,Yes
Jones,7.908022632,33.93273697,Yes
Jones,40.53677644,38.67039394,Yes
Jones,24.88829247,42.22363668,Yes
Jones,17.89641665,70.64957853,Yes
Jones,42.86740171,26.03664201,Yes
Jones,31.88016829,31.16910373,No
Jones,47.86159872,18.14054705,Yes
Jones,48.52749166,60.77945983,Yes
Jones,42.20150878,18.93015655,Yes
Jones,47.86159872,27.615861,Yes
Jones,48.19454519,20.50937554,Yes
Jones,25.88713187,56.83141235,Yes
Jones,69.83606557,63.93789782,Yes
Jones,67.83838677,22.48339928,Yes
Jones,42.53445524,27.615861,Yes
Jones,42.53445524,27.615861,No
Jones,34.21079356,21.29898503,Yes
Jones,44.53213405,66.70153105,Yes
Jones,37.20731177,77.75606399,Yes
Jones,53.52168867,26.43144676,No
Jones,52.52284927,48.1457079,Yes
Jones,19.56114899,81.70411147,Yes
Jones,62.17829682,25.24703251,Yes
Jones,36.20847236,31.16910373,Yes
Jones,65.5077615,63.54309307,Yes
Jones,16.23168432,70.25477378,Yes
Jones,39.87088351,36.30156546,Yes
Jones,49.85927753,71.04438328,Yes
Jones,39.87088351,25.64183726,No
Jones,79.15856666,44.98726991,Yes
Jones,74.83026259,82.09891622,Yes
Jones,30.54838242,33.53793222,Yes
Jones,55.18642101,64.72750731,Yes
Jones,47.19570579,27.22105625,Yes
Jones,30.54838242,25.24703251,No
Jones,53.52168867,17.35093755,Yes
Jones,49.85927753,28.4054705,No
Jones,15.89874,82.88853,Yes
Jones,12.90222,70.64958,Yes
Jones,25.22124,65.12231,Yes
Jones,25.22124,65.12231,No
Jones,69.50312,50.90934,Yes
Jones,7.24213,59.98985,Yes
Jones,4.24561149,53.27816962,Yes
Jones,34.87668649,22.87820403,Yes
Jones,62.17829682,67.49114055,Yes
Jones,26.88597128,29.98468949,Yes
Jones,82.15508487,33.53793222,Yes
Jones,49.52633106,67.49114055,Yes
Jones,52.1899028,33.93273697,Yes
Jones,52.1899028,33.93273697,No
Jones,76.49499492,65.51711681,Yes
Jones,46.19686639,20.11457079,Yes
Jones,7.575076164,29.19507999,Yes
Jones,7.908022632,60.77945983,Yes
Jones,45.19802698,21.69378978,Yes
Jones,32.87900769,28.80027525,Yes
Jones,10.2386479,83.28333047,Yes
Jones,38.53909764,25.64183726,No
Jones,45.19802698,26.43144676,No
Jones,74.16436965,50.11973164,Yes
Jones,40.53677644,24.85222777,Yes
Jones,42.20150878,26.03664201,Yes
Jones,40.20382997,41.43402718,No
Jones,50.85811693,23.27300877,Yes
Jones,30.21543595,31.56390848,Yes
Jones,47.52865226,17.7457423,Yes
Jones,54.85347454,23.66781352,Yes
Jones,49.19338459,22.08859453,Yes
Jones,46.19686639,17.35093755,Yes
Jones,76.16204845,71.83399277,Yes
Jones,11.23748731,70.25477378,Yes
Jones,60.84651095,49.33012214,Yes
Jones,52.1899028,18.14054705,Yes
Jones,48.86043813,19.32496129,Yes
Jones,44.53213405,29.98468949,No
Jones,48.19454519,58.41063134,Yes
Jones,33.54490062,22.87820403,Yes
Jones,62.84418976,20.90418029,Yes
Jones,62.51124329,37.4859797,Yes
Jones,82.48803134,40.64441768,Yes
Jones,41.86856231,26.43144676,Yes
Jones,43.86624111,59.20024084,No
Jones,76.16204846,68.67555479,Yes
Jones,76.16204846,68.67555479,Yes
Jones,10.90454084,44.19766042,Yes
Jones,70.83490498,35.90676071,Yes
Jones,5.244450892,54.85738861,Yes
Jones,12.56927318,17.7457423,Yes
Jones,61.17945742,63.54309307,No
Jones,9.905701436,76.176845,Yes
Jones,16.23168432,52.48856012,Yes
Jones,2.247932685,57.62102185,Yes
Jones,70.83490498,50.11973164,Yes
Jones,70.83490498,46.5664889,Yes
Jones,66.5066009,67.0963358,Yes
Jones,40.20382997,28.01066575,Yes
Jones,79.49151313,66.70153105,Yes
Jones,40.53677644,50.51453638,Yes
Jones,40.53677644,50.51453638,Yes
Jones,38.53909764,56.04180286,Yes
Jones,5.910343827,20.90418029,Yes
Jones,38.20615117,24.06261827,Yes
Jones,76.49499492,26.03664201,Yes
Jones,46.19686639,43.01324617,Yes
Jones,37.8732047,18.14054705,Yes
Jones,4.24561149,46.96129365,Yes
Jones,27.55186421,65.91192156,Yes
Jones,18.56230959,48.93531739,Yes
Jones,39.20499057,34.72234646,Yes
Jones,69.50311911,35.51195596,Yes
Jones,40.53677644,25.64183726,Yes
Jones,33.21195416,84.86254946,Yes
Jones,40.20382997,28.01066575,No
Jones,23.5565066,82.88852572,Yes
Jones,37.54025823,25.24703251,Yes
Jones,7.242129697,53.67297437,Yes
Jones,8.240969099,75.78204025,Yes
Jones,16.23168432,51.30414588,Yes
Jones,39.87088351,25.24703251,Yes
Jones,36.20847236,19.71976604,Yes
Jones,13.56811258,74.20282126,Yes
Jones,27.88481068,74.20282126,Yes
Jones,10.2386479,19.32496129,Yes
Jones,38.53909764,60.38465508,Yes
Jones,59.84767155,31.56390848,Yes
Jones,77.82678079,71.04438328,Yes
Jones,52.1899028,31.16910373,Yes
Jones,3.912665023,48.93531739,Yes
Jones,37.54025823,31.56390848,No
Jones,34.87668649,25.24703251,Yes
Jones,5.244450892,73.01840702,Yes
Jones,38.20615117,52.48856012,Yes
Jones,57.51704628,46.5664889,Yes
Jones,37.54025823,68.28075004,Yes
Jones,37.54025823,17.7457423,Yes
Jones,70.16901204,84.07293996,Yes
Jones,29.88248948,35.11715121,No
Jones,5.244450892,37.88078445,Yes
Jones,52.52284927,64.33270256,Yes
Jones,52.52284927,64.33270256,Yes
Jones,56.85115334,29.98468949,Yes
Jones,56.85115334,29.98468949,Yes
Jones,62.17829682,67.0963358,Yes
Jones,46.52981285,46.96129365,Yes
Jones,36.54141883,17.7457423,No
Jones,75.82910199,70.25477378,Yes
Jones,75.82910199,70.25477378,Yes
Jones,43.86624111,31.95871323,Yes
Jones,44.53213405,24.45742302,Yes
Jones,3.912665023,56.04180286,Yes
Jones,5.244450892,73.80801651,Yes
Jones,63.84302916,43.40805092,Yes
Jones,63.51008269,73.01840702,Yes
Jones,63.51008269,73.01840702,Yes
Jones,35.20963296,65.12231206,Yes
Jones,29.88248948,85.25735421,Yes
Jones,36.8743653,17.35093755,Yes
Jones,38.8720441,33.93273697,Yes
Jones,24.22239954,55.25219336,Yes
Jones,77.49383432,64.72750731,Yes
Jones,10.2386479,18.14054705,Yes
Jones,34.87668649,58.41063134,Yes
Jones,79.8244596,58.0158266,Yes
Jones,79.15856666,85.25735421,Yes
Jones,52.85579573,17.7457423,Yes
Jones,60.84651095,46.5664889,Yes
Jones,21.89177426,82.49372097,Yes
Jones,4.911504425,59.59504559,Yes
Jones,69.83606557,38.2755892,Yes
Jones,40.20382997,29.98468949,Yes
Jones,46.86275932,24.45742302,Yes
Jones,44.86508052,46.96129365,No
Jones,3.246772088,56.83141235,No
Jones,38.20615117,26.43144676,No
Jones,44.86508052,56.4366076,Yes
Jones,44.19918758,28.01066575,Yes
Jones,73.16553025,71.83399277,Yes
Jones,25.88713187,71.04438328,Yes
Jones,76.16204846,70.64957853,Yes
Jones,48.52749166,23.66781352,Yes
Jones,75.82910199,83.28333047,Yes
Jones,50.52517046,85.25735421,Yes
Jones,5.57739736,84.07293996,Yes
Johnson,22.22472073,65.12231206,Yes
Johnson,22.22472073,36.6963702,No
Johnson,79.49151313,33.53793222,Yes
Johnson,28.21775714,30.77429899,Yes
Johnson,70.50195851,66.3067263,Yes
Johnson,6.909183229,24.06261827,Yes
Johnson,71.83374438,24.06261827,Yes
Johnson,38.20615117,87.23137795,Yes
Johnson,32.54606122,58.0158266,Yes
Johnson,21.22588133,86.0469637,Yes
Johnson,82.48803134,39.46000344,Yes
Johnson,60.18061802,39.06519869,No
Johnson,5.910343827,47.75090315,Yes
Johnson,55.51936747,31.95871323,Yes
Johnson,41.53561584,61.96387408,Yes
Johnson,32.21311475,35.90676071,Yes
Johnson,20.89293486,40.64441768,Yes
Johnson,28.55070361,36.6963702,Yes
Johnson,21.5588278,51.30414588,Yes
Johnson,4.578557957,55.25219336,Yes
Johnson,21.22588133,49.72492689,Yes
Johnson,25.88713187,63.14828832,Yes
Johnson,2.91382562,48.54051264,Yes
Johnson,18.56230959,61.56906933,Yes
Johnson,50.192224,35.51195596,Yes
Johnson,64.17597563,65.91192156,Yes
Johnson,79.8244596,37.4859797,Yes
Johnson,47.19570579,16.56132806,Yes
Johnson,28.88365008,31.16910373,Yes
Johnson,53.52168867,58.0158266,Yes
Johnson,36.20847236,51.69895063,Yes
Johnson,20.89293486,37.88078445,Yes
Johnson,19.56114899,76.9664545,Yes
Johnson,26.55302481,40.64441768,Yes
Johnson,41.86856231,68.67555479,Yes
Johnson,80.15740606,45.77687941,Yes
Johnson,80.15740606,48.1457079,Yes
Johnson,47.19570579,17.35093755,Yes
Johnson,74.49731612,59.20024084,Yes
Johnson,80.49035253,57.62102185,Yes
Johnson,6.909183229,58.0158266,Yes
Johnson,58.84883215,26.82625151,Yes
Johnson,38.20615117,15.37691381,No
Johnson,80.49035253,41.82883193,Yes
Johnson,23.5565066,37.09117495,Yes
Johnson,21.22588133,83.28333047,Yes
Johnson,62.17829682,63.54309307,Yes
Johnson,37.20731177,17.35093755,Yes
Johnson,37.20731177,17.35093755,Yes
Johnson,6.576236762,68.67555479,Yes
Johnson,3.246772088,43.80285567,Yes
Johnson,4.24561149,32.74832272,Yes
Johnson,31.88016829,66.3067263,Yes
Johnson,35.54257943,56.4366076,Yes
Johnson,79.49151313,84.07293996,Yes
Johnson,65.5077615,28.01066575,Yes
Johnson,63.51008269,18.93015655,Yes
Johnson,13.23516611,37.4859797,Yes
Johnson,26.22007834,61.56906933,Yes
Johnson,42.53445524,26.43144676,No
Johnson,8.906862034,25.64183726,Yes
Johnson,44.53213405,31.16910373,Yes
Johnson,6.243290295,84.07293996,Yes
Johnson,25.55418541,50.11973164,Yes
Johnson,37.54025823,74.20282126,Yes
Johnson,29.54954301,31.56390848,Yes
Johnson,48.19454519,18.5353518,Yes
Johnson,45.86391992,70.25477378,Yes
Johnson,19.89409546,24.85222777,Yes
Johnson,59.51472508,35.90676071,Yes
Johnson,66.5066009,47.3560984,Yes
Johnson,20.89293486,59.98985034,No
Johnson,36.54141883,74.59762601,Yes
Johnson,37.8732047,44.98726991,Yes
Johnson,62.51124329,22.48339928,No
Johnson,42.53445524,25.64183726,Yes
Johnson,7.575076164,80.12489248,Yes
Johnson,69.83606557,86.8365732,Yes
Johnson,16.23168432,65.12231206,Yes
Johnson,42.86740171,29.58988474,Yes
Johnson,41.86856231,53.67297437,No
Johnson,45.53097345,51.69895063,Yes
Johnson,68.17133324,85.65215895,Yes
Johnson,72.16669085,63.93789782,Yes
Johnson,31.54722182,36.30156546,Yes
Johnson,74.49731612,34.72234646,Yes
Johnson,21.5588278,69.07035954,Yes
Johnson,21.5588278,69.07035954,Yes
Johnson,53.1887422,67.0963358,Yes
Johnson,24.555346,28.01066575,Yes
Johnson,40.20382997,32.74832272,Yes
Jones,13.90105905,63.14828832,Yes
Jones,20.89293486,82.88852572,Yes
Jones,40.53677644,73.41321177,Yes
Jones,51.52400987,71.04438328,Yes
Jones,44.86508052,25.24703251,Yes
Jones,5.910343827,50.11973164,Yes
Jones,66.17365443,73.80801651,Yes
Jones,57.18409981,20.90418029,Yes
Jones,53.85463514,19.32496129,Yes
Jones,42.53445524,26.03664201,Yes
Jones,77.16088786,31.95871323,Yes
Jones,45.86391992,24.85222777,Yes
Jones,34.54374003,83.67813521,Yes
Jones,40.53677644,25.64183726,Yes
Jones,55.51936747,24.85222777,Yes
Jones,40.86972291,64.33270256,Yes
Jones,12.23632671,25.24703251,Yes
Jones,33.21195416,25.64183726,Yes
Jones,33.21195416,25.64183726,Yes
Jones,31.21427535,45.38207466,No
Jones,76.82794139,34.32754172,Yes
Jones,18.56230959,36.30156546,Yes
Jones,7.908022632,64.72750731,Yes
Jones,47.19570579,26.03664201,Yes
Jones,64.50892209,39.46000344,Yes
Jones,55.18642101,73.41321177,Yes
Jones,42.86740171,82.88852572,Yes
Jones,69.50311911,82.49372097,Yes
Jones,62.84418976,76.9664545,Yes
Jones,49.85927753,28.80027525,Yes
Jones,6.243290295,42.22363668,Yes
Jones,77.49383432,40.64441768,Yes
Jones,5.910343827,41.03922243,Yes
Jones,48.19454519,23.27300877,Yes
Jones,16.89757725,63.93789782,Yes
Jones,32.21311475,24.06261827,Yes
Jones,69.17017264,30.37949424,Yes
Jones,49.19338459,58.0158266,Yes
Jones,64.17597563,50.51453638,Yes
Jones,59.18177862,74.20282126,Yes
Jones,81.48919193,76.176845,Yes
Jones,78.49267373,43.40805092,Yes
Jones,78.82562019,36.30156546,Yes
Jones,63.84302916,27.22105625,Yes
Jones,43.20034818,82.88852572,Yes
Jones,45.86391992,39.85480819,Yes
Jones,66.5066009,75.78204025,Yes
Jones,32.87900769,58.80543609,Yes
Jones,16.56463078,75.38723551,Yes
Jones,28.88365008,41.43402718,No
Jones,64.50892209,64.33270256,Yes
Jones,62.17829682,33.14312747,Yes
Jones,48.52749166,19.71976604,Yes
Jones,73.16553025,56.4366076,Yes
Jones,78.15972726,51.30414588,Yes
Jones,42.53445524,27.22105625,No
Jones,66.5066009,81.30930673,Yes
Jones,20.55998839,22.08859453,Yes
Jones,47.19570579,20.11457079,Yes
Jones,16.23168432,84.46774471,Yes
Jones,18.22936312,39.06519869,Yes
Jones,23.88945307,39.06519869,Yes
Jones,45.19802698,17.7457423,Yes
Jones,47.19570579,19.32496129,Yes
Jones,36.54141883,29.58988474,Yes
Jones,3.912665023,32.74832272,Yes
Jones,78.49267373,41.43402718,Yes
Jones,35.8755259,17.35093755,Yes
Jones,37.54025823,18.93015655,Yes
Jones,37.20731177,16.95613281,Yes
Jones,62.84418976,77.75606399,Yes
Jones,59.84767155,58.80543609,Yes
Jones,42.53445524,61.96387408,Yes
Jones,24.88829247,21.29898503,Yes
Jones,41.20266937,40.64441768,Yes
Jones,70.83490498,67.8859453,Yes
Jones,49.19338459,26.43144676,Yes
Jones,39.20499057,25.24703251,Yes
Jones,10.2386479,59.59504559,Yes
Jones,46.19686639,24.45742302,No
Jones,49.52633106,24.85222777,Yes
Jones,17.56347019,33.14312747,Yes
Jones,81.8221384,38.2755892,Yes
Jones,38.20615117,17.7457423,Yes
Jones,39.53793704,31.95871323,Yes
Jones,68.5042797,37.88078445,Yes
Jones,23.88945307,67.49114055,Yes
Jones,22.22472073,53.67297437,Yes
Jones,44.53213405,72.22879752,Yes
Jones,61.51240389,41.82883193,Yes
Jones,12.90221964,70.64957853,Yes
Jones,42.53445524,23.66781352,Yes
Jones,52.85579573,25.24703251,Yes
Jones,46.19686639,20.11457079,Yes
Jones,44.86508052,28.4054705,Yes
Jones,32.87900769,56.4366076,No
Jones,29.88248948,26.03664201,Yes
Jones,64.17597563,73.41321177,Yes
Jones,34.87668649,14.19249957,Yes
Jones,48.86043813,23.66781352,No
Jones,54.1875816,24.85222777,Yes
Jones,30.88132888,73.41321177,Yes
Jones,13.56811258,72.22879752,Yes
Jones,53.1887422,67.49114055,Yes
Johnson,39.87088351,34.72234646,Yes
Johnson,59.18177862,62.75348357,Yes
Johnson,68.83722617,31.16910373,Yes
Johnson,75.49615552,61.17426458,Yes
Johnson,5.57739736,37.88078445,Yes
Johnson,27.21891774,31.16910373,Yes
Johnson,4.578557957,44.59246516,Yes
Johnson,11.23748731,45.38207466,Yes
Johnson,35.54257943,54.06777912,Yes
Johnson,45.53097345,40.24961294,No
Johnson,5.910343827,57.62102185,Yes
Johnson,28.21775714,39.46000344,Yes
Johnson,27.55186421,27.615861,Yes
Johnson,40.20382997,24.45742302,Yes
Johnson,36.54141883,65.12231206,Yes
Johnson,43.53329465,58.0158266,Yes
Johnson,27.55186421,72.62360227,Yes
Johnson,26.88597128,33.53793222,Yes
Johnson,67.17249383,18.5353518,Yes
Johnson,64.17597563,69.07035954,Yes
Johnson,51.85695633,14.98210907,Yes
Johnson,25.22123894,23.27300877,Yes
Johnson,40.20382997,31.56390848,Yes
Johnson,20.89293486,65.91192156,Yes
Johnson,47.19570579,16.95613281,Yes
Johnson,49.85927753,18.93015655,Yes
Johnson,37.20731177,73.80801651,No
Johnson,45.19802698,35.11715121,Yes
Johnson,62.17829682,41.43402718,Yes
Johnson,10.90454084,67.49114055,Yes
Johnson,69.50311911,83.67813521,Yes
Johnson,41.20266937,32.35351798,Yes
Johnson,68.5042797,19.32496129,Yes
Johnson,36.54141883,61.56906933,Yes
Johnson,41.86856231,24.85222777,Yes
Johnson,25.88713187,31.95871323,Yes
Johnson,46.52981285,70.64957853,Yes
Johnson,46.52981285,70.64957853,Yes
Johnson,46.52981285,70.64957853,Yes
Johnson,59.18177862,84.46774471,Yes
Johnson,76.49499492,75.38723551,Yes
Johnson,63.84302916,85.65215895,Yes
Johnson,46.86275932,56.4366076,Yes
Johnson,51.85695633,28.01066575,Yes
Johnson,33.54490062,78.15086874,Yes
Johnson,5.57739736,64.33270256,Yes
Johnson,59.18177862,32.74832272,Yes
